OPERADOR;SERVICIO;INDICATIVO;BLOQUE;MODALIDAD;LOCALIDAD
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2355;543;CPP;LINCOLN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2355;542;CPP;LINCOLN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3497;409;CPP;LLAMBI CAMPBELL
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2945;517;CPP;GOBERNADOR COSTA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2945;516;CPP;GOBERNADOR COSTA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2945;519;CPP;GOBERNADOR COSTA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2945;515;CPP;GOBERNADOR COSTA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2945;518;CPP;GOBERNADOR COSTA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3497;408;CPP;LLAMBI CAMPBELL
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2355;544;CPP;LINCOLN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2261;406;CPP;LOBERIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4731;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4730;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;443;CPP;MINISTRO RAMOS MEXIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;444;CPP;MINISTRO RAMOS MEXIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;298;4225;CPP;GENERAL ROCA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;298;4224;CPP;GENERAL ROCA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;298;4217;CPP;GENERAL ROCA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;298;4218;CPP;GENERAL ROCA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;298;4223;CPP;GENERAL ROCA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;298;4222;CPP;GENERAL ROCA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;298;4221;CPP;GENERAL ROCA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2224;56;CPP;GLEW
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3886;543;CPP;LIBERTADOR GENERAL SAN MARTIN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2656;444;CPP;MERLO (PROV.  SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;320;CPP;GOYA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;321;CPP;GOYA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;322;CPP;GOYA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;323;CPP;GOYA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;318;CPP;GOYA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;325;CPP;GOYA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;314;CPP;GOYA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;326;CPP;GOYA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;324;CPP;GOYA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3876;50;CPP;METAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3886;541;CPP;LIBERTADOR GENERAL SAN MARTIN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;315;CPP;GOYA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3886;544;CPP;LIBERTADOR GENERAL SAN MARTIN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3886;545;CPP;LIBERTADOR GENERAL SAN MARTIN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3886;546;CPP;LIBERTADOR GENERAL SAN MARTIN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3886;547;CPP;LIBERTADOR GENERAL SAN MARTIN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3886;540;CPP;LIBERTADOR GENERAL SAN MARTIN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3476;629;CPP;SAN LORENZO (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4729;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4734;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4733;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4732;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3886;542;CPP;LIBERTADOR GENERAL SAN MARTIN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2324;594;CPP;MERCEDES (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;293;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3442;498;CPP;CONCEPCION DEL URUGUAY
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3442;57;CPP;CONCEPCION DEL URUGUAY
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2324;591;CPP;MERCEDES (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2324;593;CPP;MERCEDES (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3774;452;CPP;CURUZU CUATIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3774;453;CPP;CURUZU CUATIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3774;454;CPP;CURUZU CUATIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3774;455;CPP;CURUZU CUATIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3774;451;CPP;CURUZU CUATIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;299;5829;CPP;SAN PATRICIO DEL CHAÑAR
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3774;450;CPP;CURUZU CUATIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3442;511;CPP;CONCEPCION DEL URUGUAY
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2324;592;CPP;MERCEDES (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2324;554;CPP;MERCEDES (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2324;552;CPP;MERCEDES (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2324;553;CPP;MERCEDES (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4720;CPP;PUERTO MADRYN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4726;CPP;PUERTO MADRYN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4722;CPP;PUERTO MADRYN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3773;472;CPP;MERCEDES (PROV.  CORRIENTES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;299;553;CPP;CUTRAL CO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;364;4692;CPP;PRESIDENCIA ROQUE SAENZ PEÑA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;364;4691;CPP;PRESIDENCIA ROQUE SAENZ PEÑA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3774;456;CPP;CURUZU CUATIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;618;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2334;414;CPP;EDUARDO CASTEX
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;295;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;282;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;263;4204;CPP;SAN MARTIN (PROV.  MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;345;4203;CPP;CONCORDIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;345;4202;CPP;CONCORDIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;345;424;CPP;CONCORDIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;345;4201;CPP;CONCORDIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;610;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3869;407;CPP;RANCHILLOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3442;497;CPP;CONCEPCION DEL URUGUAY
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;299;5828;CPP;SAN PATRICIO DEL CHAÑAR
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;365;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;617;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;616;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2952;427;CPP;CUCHILLO CO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;615;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3442;513;CPP;CONCEPCION DEL URUGUAY
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2952;426;CPP;CUCHILLO CO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2324;590;CPP;MERCEDES (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3442;512;CPP;CONCEPCION DEL URUGUAY
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2952;428;CPP;CUCHILLO CO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2952;424;CPP;CUCHILLO CO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2952;425;CPP;CUCHILLO CO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;299;5827;CPP;SAN PATRICIO DEL CHAÑAR
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;612;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;360;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;686;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;600;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;681;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;337;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;334;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;346;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4723;CPP;PUERTO MADRYN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3492;327;CPP;RAFAELA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4724;CPP;PUERTO MADRYN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3773;471;CPP;MERCEDES (PROV.  CORRIENTES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;619;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;355;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;692;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4721;CPP;PUERTO MADRYN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;333;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;338;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;347;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;336;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4709;CPP;PUERTO MADRYN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;672;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;674;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;676;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2334;413;CPP;EDUARDO CASTEX
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;601;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;684;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;292;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;366;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;353;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;354;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;356;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;363;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;357;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;362;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;613;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;364;420;CPP;PRESIDENCIA ROQUE SAENZ PEÑA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;358;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;364;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;683;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;361;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;685;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;364;4210;CPP;PRESIDENCIA ROQUE SAENZ PEÑA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;364;4693;CPP;PRESIDENCIA ROQUE SAENZ PEÑA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2657;358;CPP;MERCEDES (PROV.  SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3865;359;CPP;CONCEPCION (PROV. TUCUMAN)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;364;4211;CPP;PRESIDENCIA ROQUE SAENZ PEÑA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;364;439;CPP;PRESIDENCIA ROQUE SAENZ PEÑA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;364;4694;CPP;PRESIDENCIA ROQUE SAENZ PEÑA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;364;4690;CPP;PRESIDENCIA ROQUE SAENZ PEÑA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;364;4212;CPP;PRESIDENCIA ROQUE SAENZ PEÑA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;381;614;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;261;682;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2223;437;CPP;CORONEL BRANDSEN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;294;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3757;568;CPP;PUERTO IGUAZU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3492;688;CPP;RAFAELA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3492;687;CPP;RAFAELA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3757;565;CPP;PUERTO IGUAZU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3757;567;CPP;PUERTO IGUAZU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3757;569;CPP;PUERTO IGUAZU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3492;328;CPP;RAFAELA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3757;563;CPP;PUERTO IGUAZU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3757;560;CPP;PUERTO IGUAZU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3757;561;CPP;PUERTO IGUAZU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2223;436;CPP;CORONEL BRANDSEN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4345;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4215;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2223;438;CPP;CORONEL BRANDSEN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2223;439;CPP;CORONEL BRANDSEN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4223;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4218;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3869;408;CPP;RANCHILLOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;223;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;220;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;221;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;224;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;222;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2945;551;CPP;ESQUEL
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4219;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3492;689;CPP;RAFAELA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;297;4663;CPP;PUERTO DESEADO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4220;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2921;433;CPP;CORONEL DORREGO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2921;434;CPP;CORONEL DORREGO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4221;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;297;4664;CPP;PUERTO DESEADO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4222;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2922;433;CPP;CORONEL PRINGLES
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2922;432;CPP;CORONEL PRINGLES
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3757;562;CPP;PUERTO IGUAZU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2922;431;CPP;CORONEL PRINGLES
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3757;564;CPP;PUERTO IGUAZU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4341;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4217;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4344;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4343;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2926;476;CPP;CORONEL SUAREZ
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2926;478;CPP;CORONEL SUAREZ
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2926;477;CPP;CORONEL SUAREZ
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2926;475;CPP;CORONEL SUAREZ
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3468;558;CPP;CORRAL DE BUSTOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3468;557;CPP;CORRAL DE BUSTOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;336;4216;CPP;SAN NICOLAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2922;430;CPP;CORONEL PRINGLES
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;379;4811;CPP;CORRIENTES
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;273;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;274;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;275;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;276;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;277;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2952;444;CPP;PUELCHES
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;278;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;279;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;280;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;281;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3492;334;CPP;RAFAELA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;351;283;CPP;CORDOBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3492;329;CPP;RAFAELA
